Plant id,Plant name ,County,State,state county fips,water source,Latitude,Longitude,elevation_in_feet,com_id,gen type,CAPACITY_MW,CHP,USGS_WATER_TYPE,MODEL_COOL_TYPE,MODEL_WD,MODEL_MIN_WD,MODEL_MAX_WD,EIA_COOL_TYPE,EIA_WD,EIA_WD_INRANGE,COMP_COOL_TYPE,COMP_DATA_SOURCE,COMP_WD,COMP_TOTAL_WD,COMP_WD_INRANGE,NET_GEN_MWH,MAX_WITHDRAWAL,MIN_CONSUMPTION,MAX_CONSUMPTION,MIN_CONSUMPTION,Precipitation_1971-2000,Precipitation_2011,Precipitation_2012,Precipitation_2013,Precipitation_2014,Precipitation_2015,Precipitation_2016,Precipitation_2017,Precipitation_2018,Precipitation_2019,Precipitation_2020,Precipitation_2021,Temperature_2011,Temperature_2012,Temperature_2013,Temperature_2014,Temperature_2015,Temperature_2016,Temperature_2017,Temperature_2018,Temperature_2019,Temperature_2020,Temperature_2021,,,,,,,,,,
6122,R E Ginna Nuclear Power Plant,Wayne,NY,36117,Lake Ontario,43.27766,-77.3089,272,21632807,NUCLEAR,614,0,FR,ONCE-THROUGH FRESH,521,237,3910,ONCE-THROUGH FRESH,481,IN RANGE,ONCE-THROUGH FRESH,STATE,464,464,IN RANGE,4948363,3720,225,5.33,3.41,41.8,44.33,35.33,39.87,38.59,40.55,33.37,41.46,36.8,38.58,29.84,34.57,49.1°F,49.1,51.1,47.7,46.5,47.5,49.2,48.5,47.7,46.4,49.4,,,,,,,,,,
6156,New Haven Harbor,New Haven,CT,9009,New Haven Harbor,41.284,-72.9043,0,6178550,OIL,460,0,SA,ONCE-THROUGH SALINE,17.7,8.09,132,ONCE-THROUGH SALINE,192.7,HIGH,ONCE-THROUGH SALINE,MODEL,17.7,17.7,IN RANGE,122904,113,6.82,0,0,50.3,60.33,37.52,40.76,42.33,34.41,35.71,42.76,61.8,54.28,45.34,50.22,51.9°F,51.9,53.2,50.7,49.7,50.9,52.7,52.1,52,50.8,52.2,,,,,,,,,,
7314,Richard M Flynn,Suffolk,NY,36103,Wells,40.81693,-73.0658,99,9498328,NGCC,164,0,FR,RECIRCULATING TOWER,0.81,0.61,1.27,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.79,0.79,IN RANGE,942488,1.4,0.47,0.63,0.47,41.8,51.97,41.46,38.27,45.82,36.06,34.44,42.52,59.57,50.9,42.78,43.63,53.7°F,53.7,54.9,52.3,51.6,52.7,54.1,53.6,53.1,52.6,54.1,,,,,,,,,,
7513,Boralex Fort Fairfield,Aroostook,ME,23003,MUNICIPALITY,46.7728,-67.848,444,803111,COMPLEX,37.5,0,-nr-,RECIRCULATING TOWER,0.66,0.49,1.03,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0,0.66,IN RANGE,267846,0.8,0.28,0.36,0.28,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,40.5°F,40.5,41.3,39.5,38.8,38.9,40.6,39.8,39.1,38,40.9,,,,,,,,,,
7784,Allegany Cogen,Allegany,NY,36003,Wiscoy Creek,42.50292,-78.0683,1160,15550635,NGCC,67,0,FR,COMPLEX,0.19,0.04,19.9,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.07,0.07,IN RANGE,46856,39.6,0.06,0.08,0.04,41.8,49.81,38.4,37.98,38.55,40.04,37.41,44.26,49.47,42.28,36.96,45.01,46.7°F,46.7,48.8,45.4,44,45.6,47.5,47.1,46.4,46,47.9,,,,,,,,,,
8002,Newington,Rockingham,NH,33015,Piscataqua River,43.09956,-70.7912,27,5846408,COMPLEX,414,0,SA,ONCE-THROUGH SALINE,29.6,13.5,219,ONCE-THROUGH SALINE,2.9,LOW,ONCE-THROUGH SALINE,STATE,87.6,87.7,IN RANGE,220752,100,5.98,0,0,43.4,54.93,40.47,43.45,47.18,38.16,36.2,44.54,55.67,47.88,39.61,50.95,48.7°F,48.7,50.5,48,47,47.4,49.4,48.5,48.2,47.4,49.7,,,,,,,,,,
8006,Roseton Generating Station,Orange,NY,36071,Hudson River,41.57128,-73.9745,30,6212808,GAS STEAM,1242,0,SA,ONCE-THROUGH SALINE,51.7,23.7,379,ONCE-THROUGH FRESH,134.3,IN RANGE,ONCE-THROUGH SALINE,STATE,160,160,IN RANGE,467626,345,20.9,0,0,41.8,75.73,40.64,43.6,40.27,40.94,36.53,40.31,61.5,49.21,41.99,47.38,50.7°F,50.7,52.4,49.7,48.5,49.9,51.7,50.8,50.4,49.8,51.6,,,,,,,,,,
8906,Astoria Generating Station,Queens,NY,36081,East River,40.78744,-73.9129,10,26408402,GAS STEAM,1345,0,SA,ONCE-THROUGH SALINE,200,91.3,1490,ONCE-THROUGH SALINE,398.7,IN RANGE,ONCE-THROUGH SALINE,STATE,516,516,IN RANGE,1823365,735,44.9,0,0,41.8,64.3,39.27,39.88,52.31,39.55,39.16,44.19,61.5,53.38,43.87,50.01,55.9°F,55.9,57,54.5,53.6,55.5,56,55.2,55.3,54.9,56.6,,,,,,,,,,
8907,Indian Point 3,Westchester,NY,36119,Hudson River,41.26906,-73.953,55,6229110,NUCLEAR,1012,0,SA,ONCE-THROUGH SALINE,962,438,7190,ONCE-THROUGH SALINE,913.3,IN RANGE,-nr-,-nr-,-nr-,-nr-,N/A,8994713,6250,382,0,0,41.8,71.81,41.53,41.9,46.84,40.26,37.03,39.75,61.22,50.73,41.26,46.79,53.1°F,53.1,54.6,51.8,50.8,52.4,54.1,53.3,52.8,52.5,54.2,,,,,,,,,,
9864,Cabot Holyoke,Hampden,MA,25013,Connecticut River,42.2,-72.61,91,6782185,COMPLEX,22.6,1,-nr-,ONCE-THROUGH FRESH,0.25,0.11,1.81,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,EIA,0.13,0.13,IN RANGE,1145,#N/A,#N/A,#N/A,#N/A,47.7,65.62,41.42,48.12,51.03,42.8,35.53,44.72,63.7,49.8,43.29,55.93,49.5°F,49.5,51.2,48.4,47.3,48.2,49.9,49.2,49.1,48.2,50.5,,,,,,,,,,
10190,Castleton Energy Center,Rensselaer,NY,36083,Moordener Kill,42.53956,-73.7453,14,6186116,NGCC,72,0,FR,RECIRCULATING TOWER,0.15,0.12,0.23,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.11,0.11,LOW,135714.5,0.5,0.16,0.23,0.16,41.8,56.61,36.91,43.74,41.31,39.72,35.21,41.9,49.43,47.86,37.37,49.31,48.2°F,48.2,50.2,47.2,46,47.2,48.6,48,47.9,47,49.5,,,,,,,,,,
10290,Bridgewater Power LP,Grafton,NH,33009,Wells,43.71628,-71.6594,480,6731485,COMPLEX,20,0,-nr-,ONCE-THROUGH FRESH,17.4,7.91,130,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.2,0.2,LOW,119174,#N/A,#N/A,#N/A,#N/A,43.4,57.55,46.49,46.46,48.64,45.69,42.04,50.5,47.79,52.47,40.63,42.87,48.3°F,43.3,44.8,42.7,41.5,42.2,44.2,43.4,43,41.6,44.3,,,,,,,,,,
10305,Dutchess Cnty Resource Recovery Facility,DUTCHESS,NY,36027,Poughkeepsie Water Supply,41.64736,-73.9428,76,6212764,COMPLEX,9.2,1,-nr-,ONCE-THROUGH FRESH,0,0,0,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,47624,#N/A,#N/A,#N/A,#N/A,41.8,65.69,39.69,42.67,40.32,36.06,34.87,38.64,58.43,44.77,36.93,47.27,52.6°F,50.5,52.6,49.7,48.7,50.2,52,50.4,50.2,49.8,52,,,,,,,,,,
10338,Maine Energy Recovery,York,ME,23031,Saco River,43.49602,-70.4546,63,9316907,COMPLEX,22,0,-nr-,ONCE-THROUGH FRESH,24.1,11,180,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,MODEL,24.1,24.1,IN RANGE,120521,#N/A,#N/A,#N/A,#N/A,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,47.2°F,47.2,48.4,46,45.1,45.5,47.6,46.7,46.1,45.3,47.6,,,,,,,,,,
10354,Boralex Beaver Livermore Falls,Androscoggin,ME,23001,Androscoggin River,44.43167,-70.1621,409,6712419,COMPLEX,39.6,0,-nr-,RECIRCULATING TOWER,0.52,0.39,0.81,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.52,0.52,IN RANGE,238873,0.97,0.33,0.44,0.33,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,45.8°F,45.8,47,45.1,44.3,44.6,46.7,45.8,44.9,44,46.6,,,,,,,,,,
10356,Boralex Ashland,Aroostook,ME,23003,Big Machis River,46.63534,-68.435,574,804973,COMPLEX,39.6,0,-nr-,RECIRCULATING TOWER,0.51,0.38,0.8,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.51,0.51,IN RANGE,229163,0.92,0.32,0.41,0.32,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,40.5°F,40.5,41.3,39.5,38.8,38.9,40.6,39.8,39.1,38,40.9,,,,,,,,,,
10464,Black River Generation,Jefferson,NY,36045,Black River,44.03654,-75.7715,627,15484689,COAL,55.5,0,FR,ONCE-THROUGH FRESH,10.8,4.88,81.7,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,STATE,10.2,10.2,IN RANGE,81690,325,19.6,0.48,0.31,41.8,47.8,38.18,42.05,45.54,35.63,38.09,53.94,40.37,50.11,39.7,44.39,45.3,46.4,48.6,45.3,44.3,45,46.9,46.1,45.6,44.1,47.3,,,,,,,,,,
10495,Rumford Cogeneration,Oxford,ME,23017,Androscoggin River,44.55175,-70.5411,455,6710327,COMPLEX,102.6,1,FR,RECIRCULATING TOWER,0,0,0,RECIRCULATING TOWER,0.1,HIGH,-nr-,-nr-,-nr-,-nr-,N/A,603178,5.02,1.75,2.26,1.75,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,43.2°F,43.2,44.6,42.4,41.4,41.7,43.8,42.9,42.4,41.2,44,,,,,,,,,,
10503,Wheelabrator Hudson Falls,Washington,NY,36115,Hudson River,43.30546,-73.5917,231,22288359,COMPLEX,14.4,0,FR,ONCE-THROUGH FRESH,19.5,8.86,146,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,STATE,23.8,23.8,IN RANGE,83169,108,6.53,0.16,0.1,41.8,52.56,36.54,39.54,39.38,35.55,34.46,40.17,42.71,46.14,37.12,43.83,47.3°F,47.3,49.4,46.5,45.3,46.4,48.4,47.5,46.7,45.6,47.8,,,,,,,,,,
10567,Algonquin Windsor Locks,Hartford,CT,9003,Windsor Locks Canal,41.92365,-72.6258,60,7700008,NGCC,56,1,-nr-,ONCE-THROUGH FRESH,5.92,2.69,44.3,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,MODEL,5.92,5.92,IN RANGE,300234,13.3,0.81,0.02,0.01,50.3,66.87,40.09,47.95,46.09,38,34.56,44.48,63.04,54,43.31,53.71,51.1°F,51.1,52.7,49.9,48.8,49.9,52,50.9,50.8,49.9,52.1,,,,,,,,,,
10617,CH Resources Beaver Falls,Lewis,NY,36049,Beaver River,43.8863,-75.433,761,15514794,COMPLEX,107.8,1,FR,ONCE-THROUGH FRESH,0.09,0.04,0.67,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,STATE,0.99,0.99,HIGH,1315,1.51,0.09,0,0,41.8,53.54,41.74,50.3,48.87,42.78,46.12,56.61,46.37,55.31,41.32,50.93,44.1°F,44.1,45.9,42.5,41.6,42.4,44.5,43.6,43.2,41.9,44.9,,,,,,,,,,
10620,Carthage Energy LLC,Jefferson,NY,36045,Black River,43.98532,-75.6226,685,15514552,NGCC,62.9,0,FR,ONCE-THROUGH FRESH,0.85,0.39,6.25,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,STATE,0.82,0.82,IN RANGE,12427,5.12,0.31,0.01,0.01,41.8,47.8,38.18,42.05,45.54,35.63,38.09,53.94,40.37,50.11,39.7,44.39,46.4°F,46.4,48.6,45.3,44.3,45,46.9,46.1,45.6,44.1,47.3,,,,,,,,,,
10621,CH Resources Syracuse,Onondaga,NY,36067,Onondaga CountyWater Authority,43.06677,-76.2244,394,21974313,NGCC,102.7,0,-nr-,RECIRCULATING TOWER,0.01,0.01,0.01,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,6205,0.04,0.02,0.02,0.02,41.8,49.93,37.56,47.37,43.26,43.23,41.92,51.1,44.86,48.64,37.67,48.51,48.0°F,48,50.2,46.8,45.6,46.4,48.3,47.7,46.9,46.2,49,,,,,,,,,,
10642,Covanta Hempstead,Nassau,NY,36059,Wells And Municipal,40.7386,-73.5902,93,9498466,COMPLEX,78.6,0,-nr-,RECIRCULATING TOWER,2.08,1.6,3.26,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,564741,2.89,0.93,1.3,0.93,41.8,57.97,40.3,36.3,50.43,38.12,36.13,42.36,50.65,49.9,41.78,45.24,55.2°F,55.2,56.2,53.7,52.9,54.7,56.1,55.4,54.5,54.2,56,,,,,,,,,,
10646,American Ref-Fuel of SE CT,New London,CT,9011,Norwich Utilities,41.47567,-72.0688,38,6170592,COMPLEX,16.9,0,-nr-,RECIRCULATING TOWER,0.56,0.43,0.88,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,139529,0.76,0.26,0.34,0.26,50.3,56.1,37.38,36.1,50.5,33.55,38.12,44.46,57.88,56.71,41.46,44.86,51.4°F,51.4,53.3,50.8,49.7,50.7,52.5,51.8,51.7,50.6,52.6,,,,,,,,,,
10675,AES Thames,New London,CT,9011,Thames River,41.43167,-72.1008,0,6171772,COAL,213.9,1,SA,ONCE-THROUGH SALINE,97.38,44.3,728,ONCE-THROUGH SALINE,120.9,IN RANGE,ONCE-THROUGH SALINE,EIA,121,121,IN RANGE,1390984,#N/A,#N/A,#N/A,#N/A,50.3,56.1,37.38,36.1,50.5,33.55,38.12,44.46,57.88,56.71,41.46,44.86,51.4°F,51.4,53.3,50.8,49.7,50.7,52.5,51.8,51.7,50.6,52.6,,,,,,,,,,
10725,Selkirk Cogen,Albany,NY,36001,Municipality,42.57444,-73.8592,190,6185934,NGCC,434,1,FR,RECIRCULATING TOWER,1.58,1.2,2.45,RECIRCULATING TOWER,7.5,HIGH,-nr-,-nr-,-nr-,-nr-,N/A,1689735,1.69,0.56,0.85,0.5,41.8,58.33,36.98,41.07,41.33,37.51,32.7,39.93,47.66,44.79,37.42,46.26,48.7°F,48.7,50.5,47.4,46.2,47.3,49.4,48.7,48,47.2,49.8,,,,,,,,,,
10726,Masspower,Hampden,MA,25013,Municipality,42.15759,-72.5226,150,7692457,NGCC,260.9,1,-nr-,ONCE-THROUGH FRESH,28.6,13.1,212,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,555613,331,20.3,0.57,0.36,47.7,65.62,41.42,48.12,51.03,42.8,35.53,44.72,63.7,49.8,43.29,55.93,49.5°F,49.5,51.2,48.4,47.3,48.2,49.9,49.2,49.1,48.2,50.5,,,,,,,,,,
10765,Indeck Jonesboro Energy Center,Washington,ME,23029,Well,44.67862,-67.5474,148,2676906,COMPLEX,27.5,0,-nr-,RECIRCULATING TOWER,0.34,0.26,0.53,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.34,0.34,IN RANGE,121727,0.62,0.21,0.28,0.21,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,45.0°F,45,45.8,44.2,43.8,43.1,45.5,44.7,44.1,43.2,46.1,,,,,,,,,,
10766,Indeck West Enfield Energy Center,Penobscot,ME,23019,Penobscot River,45.25343,-68.6278,229,1732304,COMPLEX,27.5,0,-nr-,RECIRCULATING TOWER,0.46,0.35,0.73,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.46,0.46,IN RANGE,167807,0.63,0.22,0.28,0.22,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,43.7°F,43.7,44.8,43,42.4,42.2,44.3,43.4,42.9,41.8,44.6,,,,,,,,,,
10802,Lowell Cogen Plant,Middlesex,MA,25017,Pawtucket Canal,42.64003,-71.3229,96,6745028,COMPLEX,33.5,1,-nr-,RECIRCULATING TOWER,0,0,0,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,1275,#N/A,#N/A,#N/A,#N/A,47.7,59.21,40.96,43.1,48.74,38.2,34.98,45.85,58.02,51.12,41.53,55.17,50.2°F,50.2,51.9,49.4,48.2,49,50.9,50.4,50.2,49.5,51.7,,,,,,,,,,
10838,Springfield Power LLC,Cheshire,NH,33005,Wells,43.44291,-72.0558,1152,9329068,COMPLEX,16,0,-nr-,RECIRCULATING TOWER,0.32,0.24,0.5,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.2,0.2,LOW,133649,0.46,0.16,0.21,0.16,43.4,60.7,41.78,47.13,53.92,43.83,35.04,48.94,56.99,47.4,42.01,55.4,46.5°F,46.5,48.6,45.8,44.7,45.5,47.5,46.9,46.6,45.3,47.6,,,,,,,,,,
10839,DG Whitefield LLC,Coos,NH,33007,Carroll Brook,44.35829,-71.5452,1065,4594107,COMPLEX,19.9,0,-nr-,RECIRCULATING TOWER,0.31,0.23,0.49,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.21,0.21,LOW,144469,0.52,0.18,0.23,0.18,43.4,53.72,48.12,46.4,47.43,47.15,43.43,50.09,48.93,52.75,43.27,38.42,41.4°F,41.4,42.9,40.6,39.4,39.6,41.8,41,40.3,38.9,41.9,,,,,,,,,,
50002,Pittsfield Generating LP,Berkshire,MA,25003,Wells,42.45675,-73.2175,1018,7710156,NGCC,180,1,-nr-,RECIRCULATING TOWER,0.21,0.16,0.31,-nr-,-nr-,N/A,RECIRCULATING TOWER,EIA,0.21,0.21,IN RANGE,182729,0.43,0.15,0.21,0.13,47.7,62.76,39.69,45.48,48.09,41.55,36.94,44.09,57.96,49.3,40.44,57.15,46.8°F,46.8,48.6,45.7,44.6,45.6,47.5,46.5,46.4,45.3,48,,,,,,,,,,
50202,WPS Power Niagara,Niagara,NY,36063,Niagara Falls Municipal Water,43.08281,-79.0033,592,15567989,COMPLEX,56,0,-nr-,RECIRCULATING TOWER,0.13,0.09,0.22,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,56821,#N/A,#N/A,#N/A,#N/A,41.8,42.49,30.96,41.05,33.62,30.57,27.58,42.95,33.24,40.11,31.62,34.51,49.4°F,49.4,51.6,48.2,46.6,48.1,51,50.4,48.9,47.3,50.3,,,,,,,,,,
50208,Pinetree Power,GRAFTON,NH,33009,Ammonoosuc River,44.32745,-71.6802,1055,4594215,COMPLEX,17.5,0,-nr-,RECIRCULATING TOWER,0.4,0.29,0.63,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.3,0.3,IN RANGE,132321,0.43,0.15,0.19,0.15,43.4,57.55,46.49,46.46,48.64,45.69,42.04,50.5,47.79,52.47,40.63,42.87,43.3°F,43.3,44.8,42.7,41.5,42.2,44.2,43.4,43,41.6,44.3,,,,,,,,,,
50225,Regional Waste Systems,Cumberland,ME,23005,Portland/Cooling Tower,43.65544,-70.3349,41,6721539,COMPLEX,13.3,0,-nr-,RECIRCULATING TOWER,0.39,0.3,0.61,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0,2.21,HIGH,88592,0.49,0.17,0.22,0.17,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,46.5°F,46.5,47.8,45.7,44.7,45.2,47.1,46.2,45.6,44.8,47.3,,,,,,,,,,
50273,Pioneer Valley Resource Recovery,Hampden,MA,25013,Municipality,42.09085,-72.5905,62,7698936,COMPLEX,9.4,0,-nr-,RECIRCULATING TOWER,0,0,0,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,45339,0.33,0.11,0.15,0.11,47.7,65.62,41.42,48.12,51.03,42.8,35.53,44.72,63.7,49.8,43.29,55.93,49.5°F,49.5,51.2,48.4,47.3,48.2,49.9,49.2,49.1,48.2,50.5,,,,,,,,,,
50277,Boralex Chateaugay Power Station,Franklin,NY,36033,Wells,44.89315,-74.0735,1199,15448970,COMPLEX,19.7,0,FR,RECIRCULATING TOWER,0.38,0.28,0.59,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.21,0.21,LOW,130414,#N/A,#N/A,#N/A,#N/A,41.8,51.37,40.78,46.04,42.15,41.2,39.44,48.54,42.67,47.13,27.1,40.04,43.7°F,43.7,44.9,41.6,40.8,41.7,43.7,42.8,42.1,40.8,44.1,,,,,,,,,,
50292,Bethpage Power Plant,Nassau,NY,36059,Wells,40.74653,-73.499,115,9498526,NGCC,239.6,0,FR,RECIRCULATING TOWER,0.48,0.37,0.76,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.48,0.48,IN RANGE,385178,1.15,0.37,0.52,0.37,41.8,57.97,40.3,36.3,50.43,38.12,36.13,42.36,50.65,49.9,41.78,45.24,55.2°F,55.2,56.2,53.7,52.9,54.7,56.1,55.4,54.5,54.2,56,,,,,,,,,,
50449,Indeck Silver Springs Energy Center,Wyoming,NY,36121,Wells,42.65408,-78.0774,1413,15549083,NGCC,56.6,1,FR,COMPLEX,0,0,0.02,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.01,0.01,IN RANGE,14494.83,0.21,0.02,0.11,0.01,41.8,71.81,41.53,41.9,46.84,40.26,37.03,39.75,61.22,50.73,41.26,46.79,46.9°F,46.9,49,45.8,44.1,45.8,48,47.4,46.4,45.6,48.1,,,,,,,,,,
50450,Indeck Oswego Energy Center,Oswego,NY,36075,Municipality,43.45855,-76.531,254,21632367,NGCC,57.4,1,-nr-,ONCE-THROUGH FRESH,0.42,0.19,3.13,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,9144,29.6,1.8,0.04,0.03,41.8,52.49,41.2,50.15,46.1,43.4,44,53.4,44.65,51.86,38.48,47.7,47.4°F,47.4,49.7,46.2,45.2,46,47.4,46.7,46.7,45.5,48.5,,,,,,,,,,
50451,Indeck Yerkes Energy Center,Erie,NY,36029,Municipality,42.96716,-78.9181,596,15569805,NGCC,59.9,1,-nr-,RECIRCULATING TOWER,0.03,0.02,0.04,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,18761,0.23,0.08,0.12,0.07,41.8,49.31,37.05,45.9,41.7,40.7,35.44,51.91,43.6,45.02,39.35,41.22,48.4°F,48.4,50.6,47.4,45.6,47.2,49.1,48.1,48.4,47,49.8,,,,,,,,,,
50458,Indeck Corinth Energy Center,Saratoga,NY,36091,Hudson River,43.24935,-73.8093,518,22287929,NGCC,147,1,FR,RECIRCULATING TOWER,0.6,0.46,0.91,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.48,0.48,IN RANGE,603089,1.09,0.37,0.49,0.37,41.8,47.29,37.71,43.07,41.02,38.79,37.13,48.71,38.2,43.25,36.17,37.59,47.4°F,47.4,49.3,46.2,45.3,46.2,47.6,46.9,46.9,45.9,48.3,,,,,,,,,,
50472,American Ref-Fuel of Niagara,Niagara,NY,36063,Niagara River & Municipality,43.08389,-79.0056,581,15568083,COMPLEX,50,1,-nr-,RECIRCULATING TOWER,0,0,0,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,188937,2.86,0.97,1.29,0.97,41.8,42.49,30.96,41.05,33.62,30.57,27.58,42.95,33.24,40.11,31.62,34.51,49.4°F,49.4,51.6,48.2,46.6,48.1,51,50.4,48.9,47.3,50.3,,,,,,,,,,
50498,Capital District Energy Center,Hartford,CT,9003,Metropolitan Water District,41.76403,-72.6923,51,7700182,NGCC,78.2,1,-nr-,RECIRCULATING TOWER,0.02,0.01,0.03,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,10519.65,0.19,0.06,0.09,0.05,50.3,66.87,40.09,47.95,46.09,38,34.56,44.48,63.04,54,43.31,53.71,51.1°F,51.1,52.7,49.9,48.8,49.9,52,50.9,50.8,49.9,52.1,,,,,,,,,,
50648,Covanta Bristol Energy,Hartford,CT,9003,Municipality,41.6496,-72.9157,207,6174402,COMPLEX,16.3,0,-nr-,RECIRCULATING TOWER,0.47,0.36,0.73,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,108393,0.53,0.17,0.24,0.17,50.3,66.87,40.09,47.95,46.09,38,34.56,44.48,63.04,54,43.31,53.71,51.1°F,51.1,52.7,49.9,48.8,49.9,52,50.9,50.8,49.9,52.1,,,,,,,,,,
50649,Covanta Babylon Inc,Suffolk,NY,36103,Wells,40.73426,-73.3865,63,9499692,COMPLEX,17,0,FR,RECIRCULATING TOWER,0.52,0.4,0.81,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.52,0.52,IN RANGE,113198,#N/A,#N/A,#N/A,#N/A,41.8,51.97,41.46,38.27,45.82,36.06,34.44,42.52,59.57,50.9,42.78,43.63,53.7°F,53.7,54.9,52.3,51.6,52.7,54.1,53.6,53.1,52.6,54.1,,,,,,,,,,
