Plant id,Plant name ,County,State,state county fips,water source,Latitude,Longitude,elevation_in_feet,com_id,gen type,CAPACITY_MW,CHP,USGS_WATER_TYPE,MODEL_COOL_TYPE,MODEL_WD,MODEL_MIN_WD,MODEL_MAX_WD,EIA_COOL_TYPE,EIA_WD,EIA_WD_INRANGE,COMP_COOL_TYPE,COMP_DATA_SOURCE,COMP_WD,COMP_TOTAL_WD,COMP_WD_INRANGE,NET_GEN_MWH,MAX_WITHDRAWAL,MIN_CONSUMPTION,MAX_CONSUMPTION,MIN_CONSUMPTION,Precipitation_1971-2000,Precipitation_2011,Precipitation_2012,Precipitation_2013,Precipitation_2014,Precipitation_2015,Precipitation_2016,Precipitation_2017,Precipitation_2018,Precipitation_2019,Precipitation_2020,Precipitation_2021,Temperature_2011,Temperature_2012,Temperature_2013,Temperature_2014,Temperature_2015,Temperature_2016,Temperature_2017,Temperature_2018,Temperature_2019,Temperature_2020,Temperature_2021,,,,,,,,,,
50650,Boralex Stratton Energy,Franklin,ME,23007,Wells,45.14051,-70.4258,1166,1032611,COMPLEX,45.7,0,-nr-,RECIRCULATING TOWER,0.62,0.45,0.97,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.62,0.62,IN RANGE,302417,0.9,0.32,0.4,0.32,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,41.2°F,41.2,42.4,40.3,39.2,39.4,41.6,40.7,40.2,38.8,41.7,,,,,,,,,,
50651,Trigen Syracuse Energy,Onondaga,NY,36067,Syracuse City Water,43.06497,-76.2086,401,21975087,COAL,101.1,1,FR,RECIRCULATING TOWER,0,0,0,RECIRCULATING TOWER,0.2,HIGH,-nr-,-nr-,-nr-,-nr-,N/A,101526,#N/A,#N/A,#N/A,#N/A,41.8,49.93,37.56,47.37,43.26,43.23,41.92,51.1,44.86,48.64,37.67,48.51,48.0°F,48,50.2,46.8,45.6,46.4,48.3,47.7,46.9,46.2,49,,,,,,,,,,
50664,Covanta Wallingford Energy,New Haven,CT,9009,Municipality,41.44051,-72.8353,80,6177822,COMPLEX,11,0,-nr-,RECIRCULATING TOWER,0.33,0.25,0.51,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,46954,#N/A,#N/A,#N/A,#N/A,50.3,60.33,37.52,40.76,42.33,34.41,35.71,42.76,61.8,54.28,45.34,50.22,51.9°F,51.9,53.2,50.7,49.7,50.9,52.7,52.1,52,50.8,52.2,,,,,,,,,,
50736,Exeter Energy LP,Windham,CT,9015,Sterling Municipal Water Co,41.7125,-71.8222,570,6148933,COMPLEX,31.3,0,-nr-,COMPLEX,0.09,0,0.73,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,159828,#N/A,#N/A,#N/A,#N/A,50.3,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,50.3°F,50.3,51.9,49.3,48.1,49,51.2,50.5,50.4,49.1,51.4,,,,,,,,,,
50739,Pinetree Power Tamworth,Carroll,NH,33003,Wells,43.83541,-71.1974,463,9315895,COMPLEX,25,0,-nr-,RECIRCULATING TOWER,0.51,0.38,0.8,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.28,0.28,LOW,157753,0.82,0.28,0.37,0.28,43.4,62.24,53.36,48.9,51.86,48.21,43.51,54.13,52.37,56.46,46.74,44.35,44.8°F,44.8,46.2,43.8,42.6,43.1,45.2,44.5,44,42.8,45.5,,,,,,,,,,
50744,Sterling Power Plant,Oneida,NY,36065,Municipality,43.08056,-75.6019,467,22024114,NGCC,65.3,1,-nr-,RECIRCULATING TOWER,0.01,0.01,0.02,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,12033,0.04,0.01,0.02,0.01,41.8,54.5,40.19,51.14,48.92,45.31,45.9,53.7,50.58,57.87,41.24,52.25,46.5°F,46.5,48.3,45,44.1,45,46.9,46.1,45.3,44.5,47.1,,,,,,,,,,
50872,Wheelabrator Claremont Facility,Cheshire,NH,33005,Town Of Claremont,43.34431,-72.3773,540,9331398,COMPLEX,4.5,0,-nr-,RECIRCULATING TOWER,0,0,0,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0,0.14,HIGH,27571,#N/A,#N/A,#N/A,#N/A,43.4,60.7,41.78,47.13,53.92,43.83,35.04,48.94,56.99,47.4,42.01,55.4,46.5°F,46.5,48.6,45.8,44.7,45.5,47.5,46.9,46.6,45.3,47.6,,,,,,,,,,
50873,Wheelabrator Concord Facility,Merrimack,NH,33013,Merrimack River,43.28659,-71.5768,288,6740208,COMPLEX,14,0,-nr-,RECIRCULATING TOWER,0.43,0.32,0.67,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.43,0.57,IN RANGE,101738,0.56,0.18,0.25,0.18,43.4,58.42,42.3,44.96,51.21,41.06,36.86,48.26,52.76,46.71,39.73,47.81,46.6°F,46.6,48.3,45.9,44.7,45.6,47.8,46.9,46.3,45.2,47.6,,,,,,,,,,
50877,Wheelabrator North Andover,Essex,MA,25009,Greater Lawrence Sanitary Dist,42.72618,-71.1218,63,6744848,COMPLEX,40.3,0,-nr-,RECIRCULATING TOWER,1.01,0.77,1.58,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,241408,1.36,0.45,0.61,0.45,47.7,56.76,40.38,41.86,49.94,38.18,35.15,43.94,54.7,49.4,41.25,56.88,50.1°F,50.1,51.8,49.4,48.1,48.9,50.7,49.8,49.6,48.7,51.2,,,,,,,,,,
50878,Wheelabrator Millbury Facility,Worcester,MA,25027,Aquarion Water Company,42.22115,-71.768,498,6115752,COMPLEX,47.6,0,-nr-,RECIRCULATING TOWER,0.99,0.75,1.54,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,318748,1.33,0.44,0.6,0.44,47.7,53.99,48.43,43.02,48.79,41.56,40.87,44.65,53.23,49.08,41.82,48.45,48.8°F,48.8,50.8,51.1,50.3,47.6,49.7,49,49,47.9,50.4,,,,,,,,,,
50880,Wheelabrator Saugus,Essex,MA,25009,Saugus River,42.44698,-70.9806,15,5863823,COMPLEX,53.7,0,-nr-,ONCE-THROUGH FRESH,44.2,20.1,330,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,MODEL,44.2,44.2,IN RANGE,235006,309,18.7,0.48,0.31,47.7,56.76,40.38,41.86,49.94,38.18,35.15,43.94,54.7,49.4,41.25,56.88,50.1°F,50.1,51.8,49.4,48.1,48.9,50.7,49.8,49.6,48.7,51.2,,,,,,,,,,
50882,Wheelabrator Westchester,Westchester,NY,36119,Hudson River,41.27706,-73.9426,21,6228994,COMPLEX,59.7,0,FR,ONCE-THROUGH FRESH,75.3,34.2,562,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,STATE,42.6,42.6,IN RANGE,406344,497,30.4,0.81,0.52,41.8,71.81,41.53,41.9,46.84,40.26,37.03,39.75,61.22,50.73,41.26,46.79,50.8,53.1,54.6,51.8,50.8,52.4,54.1,53.3,52.8,52.5,54.2,,,,,,,,,,
50883,Wheelabrator Bridgeport,Fairfield,CT,9001,Municipality,41.16251,-73.2085,50,7734269,COMPLEX,67,0,-nr-,RECIRCULATING TOWER,1.55,1.19,2.41,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,477091,2.08,0.7,0.94,0.7,50.3,67.74,40.12,40.86,48.07,39.2,37.61,41.74,63.15,51.56,43.4,47.54,52.3°F,52.3,53.8,51,50.1,51.4,53,52,52,51.5,53.3,,,,,,,,,,
50978,Carr Street Generating Station,Onondaga,NY,36067,OCWA,43.06126,-76.0824,410,21974385,NGCC,122.6,0,-nr-,RECIRCULATING TOWER,0.04,0.03,0.06,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,28509,0.51,0.18,0.23,0.18,41.8,49.93,37.56,47.37,43.26,43.23,41.92,51.1,44.86,48.64,37.67,48.51,50.2°F,48,50.2,46.8,45.6,46.4,48.3,47.7,46.9,46.2,49,,,,,,,,,,
51026,Ryegate Power Station,CALEDONIA,VT,50005,Connecticut River,44.21305,-72.057,496,4595063,COMPLEX,21.5,0,FR,RECIRCULATING TOWER,0.38,0.29,0.6,-nr-,-nr-,N/A,RECIRCULATING TOWER,COEFFICIENT,0.3,0.3,IN RANGE,175107,0.52,0.18,0.24,0.18,42.7,53.08,40.47,44.62,44.48,45.33,41.82,47.33,46.07,52.17,37.87,36.5,44.0°F,42.9,44,41.4,40.3,40.9,43,41.9,41.4,39.8,42.8,,,,,,,,,,
51030,Ocean State Power,Providence,RI,44007,Blackstone River,42.00963,-71.6681,526,6116362,NGCC,254.2,0,-nr-,RECIRCULATING TOWER,0.74,0.58,1.14,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.74,0.74,IN RANGE,755513,1.2,0.4,0.54,0.4,47.9,61.56,43.45,46.33,47.67,40.44,42.29,49.73,66.02,56.45,45.76,54.03,52.4°F,51.2,52.4,50.2,49.1,49.8,51.7,50.9,51,49.9,52.2,,,,,,,,,,
52026,Dartmouth Power Associates,Bristol,MA,25005,Municipality,41.67291,-70.999,151,5878911,NGCC,101.7,0,-nr-,RECIRCULATING TOWER,0.16,0.12,0.24,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,121346,#N/A,#N/A,#N/A,#N/A,47.7,57.65,43.38,47.69,50.63,42.61,38.2,47.4,63.96,54.53,32.25,51.68,52.0°F,52,53.3,51.1,50.2,50.7,52.5,51.6,51.6,50.8,52.9,,,,,,,,,,
52056,Trigen Nassau Energy,NASSAU,NY,36059,Municipality,40.73834,-73.5904,93,9498466,NGCC,55,1,-nr-,RECIRCULATING TOWER,0.08,0.06,0.12,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,429701.3,0.1,0.03,0.05,0.03,41.8,57.97,40.3,36.3,50.43,38.12,36.13,42.36,50.65,49.9,41.78,45.24,56.2°F,55.2,56.2,53.7,52.9,54.7,56.1,55.4,54.5,54.2,56,,,,,,,,,,
54034,Rensselaer Cogen,RENSSELAER,NY,36083,Rensselaer Municipal Water,42.62529,-73.75,19,6186216,NGCC,96.9,0,-nr-,RECIRCULATING TOWER,0.04,0.03,0.05,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,27355,0.08,0.03,0.04,0.03,41.8,56.61,36.91,43.74,41.31,39.72,35.21,41.9,49.43,47.86,37.37,49.31,47.2,48.2,50.2,47.2,46,47.2,48.6,48,47.9,47,49.5,,,,,,,,,,
54041,Lockport Energy Associates LP,Niagara,NY,36063,Municipality,43.16224,-78.7448,625,15560659,NGCC,221.3,1,-nr-,RECIRCULATING TOWER,0.03,0.03,0.05,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,50183,0.31,0.11,0.16,0.1,41.8,42.49,30.96,41.05,33.62,30.57,27.58,42.95,33.24,40.11,31.62,34.51,49.4°F,49.4,51.6,48.2,46.6,48.1,51,50.4,48.9,47.3,50.3,,,,,,,,,,
54056,Pawtucket Power Associates,Providence,RI,44007,Municipality,41.86129,-71.407,48,6128531,NGCC,68.8,0,-nr-,RECIRCULATING TOWER,0.06,0.05,0.09,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,48252,0.02,0.01,0.01,0.01,47.9,61.56,43.45,46.33,47.67,40.44,42.29,49.73,66.02,56.45,45.76,54.03,52.4°F,51.2,52.4,50.2,49.1,49.8,51.7,50.9,51,49.9,52.2,,,,,,,,,,
54076,Indeck Olean Energy Center,Cattaraugus,NY,36009,Wells,42.08557,-78.4545,1421,8969336,NGCC,90.6,1,FR,RECIRCULATING TOWER,0.31,0.23,0.48,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.31,0.31,IN RANGE,278186.3,0.66,0.22,0.33,0.2,41.8,55.72,42.57,43.91,47.45,46.73,44.37,54.21,52.23,48.39,41.76,45.37,48.3°F,46.7,48.3,45.2,43.6,45.4,47.4,47.2,46.4,45.9,47.9,,,,,,,,,,
54114,Kennedy International Airport Cogen,Queens,NY,36081,Municipality,40.64709,-73.7848,14,9499736,NGCC,121.2,1,-nr-,RECIRCULATING TOWER,0.63,0.48,0.99,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,582507,1.12,0.36,0.56,0.32,41.8,64.3,39.27,39.88,52.31,39.55,39.16,44.19,61.5,53.38,43.87,50.01,57.0°F,55.9,57,54.5,53.6,55.5,56,55.2,55.3,54.9,56.6,,,,,,,,,,
54131,Fortistar North Tonawanda,Niagara,NY,36063,Municipality,43.04825,-78.8535,575,15567613,NGCC,55.3,1,-nr-,RECIRCULATING TOWER,0.02,0.02,0.04,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,32353,0.05,0.02,0.03,0.02,41.8,42.49,30.96,41.05,33.62,30.57,27.58,42.95,33.24,40.11,31.62,34.51,49.4°F,49.4,51.6,48.2,46.6,48.1,51,50.4,48.9,47.3,50.3,,,,,,,,,,
54324,Ocean State Power II,Providence,RI,44007,Blackstone River,42.01043,-71.6692,529,6116380,NGCC,254.2,0,-nr-,RECIRCULATING TOWER,0.7,0.54,1.08,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.7,0.7,IN RANGE,678493,1.08,0.36,0.49,0.36,47.9,61.56,43.45,46.33,47.67,40.44,42.29,49.73,66.02,56.45,45.76,54.03,49.4°F,51.2,52.4,50.2,49.1,49.8,51.7,50.9,51,49.9,52.2,,,,,,,,,,
54526,Lyonsdale Biomass LLC,Lewis,NY,36049,Moose River,43.61771,-75.3057,1088,15515168,COMPLEX,21.1,1,FR,RECIRCULATING TOWER,0.24,0.18,0.37,-nr-,-nr-,N/A,RECIRCULATING TOWER,STATE,0.08,0.08,LOW,128323,0.43,0.15,0.21,0.13,41.8,53.54,41.74,50.3,48.87,42.78,46.12,56.61,46.37,55.31,41.32,50.93,44.1°F,44.1,45.9,42.5,41.6,42.4,44.5,43.6,43.2,41.9,44.9,,,,,,,,,,
54547,Sithe Independence Station,Oswego,NY,36075,Municipality,43.49616,-76.4516,270,21625985,NGCC,1086.1,1,FR,RECIRCULATING TOWER,2.07,1.57,3.2,RECIRCULATING TOWER,0,LOW,-nr-,-nr-,-nr-,-nr-,N/A,3423158,6,2.05,3,1.82,41.8,52.49,41.2,50.15,46.1,43.4,44,53.4,44.65,51.86,38.48,47.7,47.4°F,47.4,49.7,46.2,45.2,46,47.4,46.7,46.7,45.5,48.5,,,,,,,,,,
54592,Massena Energy Holdings LLC,St Lawrence,NY,36089,St. Lawarence River,44.95152,-74.8933,256,15475681,NGCC,68.5,0,FR,RECIRCULATING TOWER,0.01,0.01,0.01,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.01,0.01,IN RANGE,5768,0.01,0,0,0,41.8,73.5,41.84,42.74,45.9,40.77,38.78,39.76,63.4,51.35,42.04,46.99,46.7°F,45.5,46.7,43.5,42.6,43.4,44.6,43.9,43.7,42.4,45.7,,,,,,,,,,
54593,Batavia Power Plant,Genesee,NY,36037,Wells,42.98253,-78.1591,896,15568781,NGCC,66.2,1,FR,RECIRCULATING TOWER,0.03,0.02,0.04,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.03,0.03,IN RANGE,34602,0.07,0.02,0.03,0.02,41.8,42.51,34.35,40.03,36.62,34.93,29.83,47.49,37.44,40.7,36.5,38.51,48.5°F,48.5,50.6,47.4,45.9,47.5,49.8,49,47.6,46.4,49.1,,,,,,,,,,
54758,Wheelabrator Lisbon,New London,CT,9011,Norwich DPUC & Onsite Wells,41.58438,-72.0414,112,6163249,COMPLEX,14.6,0,-nr-,RECIRCULATING TOWER,0.4,0.31,0.62,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,111542,0.56,0.19,0.25,0.19,50.3,56.1,37.38,36.1,50.5,33.55,38.12,44.46,57.88,56.71,41.46,44.86,51.4°F,51.4,53.3,50.8,49.7,50.7,52.5,51.8,51.7,50.6,52.6,,,,,,,,,,
54805,Milford Power LP,Worcester,MA,25027,Wastewater Treatment Plant,42.12923,-71.5116,257,5867599,NGCC,178,0,-nr-,RECIRCULATING TOWER,0.44,0.35,0.67,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,403162.9,0.74,0.25,0.33,0.25,47.7,53.99,48.43,43.02,48.79,41.56,40.87,44.65,53.23,49.08,41.82,48.45,48.8°F,48.8,50.8,51.1,50.3,47.6,49.7,49,49,47.9,50.4,,,,,,,,,,
54852,Greenville Steam,Piscataquis,ME,23021,Moosehead Lake,45.4546,-69.6101,1076,1025094,COMPLEX,15.6,0,-nr-,RECIRCULATING TOWER,0.29,0.21,0.45,-nr-,-nr-,N/A,RECIRCULATING TOWER,MODEL,0.29,0.29,IN RANGE,96486,#N/A,#N/A,#N/A,#N/A,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,42.1°F,41.1,42.1,40.4,39.4,39.6,41.4,40.5,40,38.8,41.8,,,,,,,,,,
54914,Brooklyn Navy Yard Cogeneration,Kings,NY,36047,East River,40.69916,-73.9762,7,26408400,NGCC,322,1,SA,ONCE-THROUGH SALINE,27.5,12.5,205,-nr-,-nr-,N/A,ONCE-THROUGH SALINE,MODEL,27.5,27.5,IN RANGE,1880784,279,17.1,0,0,41.8,66.74,38.3,41.38,51.52,39.29,38.62,44.5,61.77,54.85,45.02,52.87,56.4°F,56.4,57.4,54.9,53.9,55.9,57.1,56.3,55.6,55.4,57.1,,,,,,,,,,
54945,Covanta Mid-Connecticut Energy,Hartford,CT,9003,Connecticut River,41.74766,-72.6506,29,7701054,COMPLEX,90,0,-nr-,ONCE-THROUGH FRESH,75.7,34.4,567,-nr-,-nr-,N/A,ONCE-THROUGH FRESH,MODEL,75.7,75.7,IN RANGE,386412,462,28,0.7,0.45,50.3,66.87,40.09,47.95,46.09,38,34.56,44.48,63.04,54,43.31,53.71,51.1°F,51.1,52.7,49.9,48.8,49.9,52,50.9,50.8,49.9,52.1,,,,,,,,,,
55041,Berkshire Power,Hampden,MA,25013,Municipality,42.04808,-72.6481,180,7698148,NGCC,289,0,FR,RECIRCULATING TOWER,0.71,0.54,1.12,RECIRCULATING TOWER,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,1002963,1.33,0.43,0.6,0.43,47.7,65.62,41.42,48.12,51.03,42.8,35.53,44.72,63.7,49.8,43.29,55.93,49.5°F,49.5,51.2,48.4,47.3,48.2,49.9,49.2,49.1,48.2,50.5,,,,,,,,,,
55042,Bridgeport Energy Project,Fairfield,CT,9001,Bridgeport Harbor,41.17089,-73.1839,0,7734269,NGCC,520,0,SA,ONCE-THROUGH SALINE,107,48.6,798,ONCE-THROUGH SALINE,4.4,LOW,ONCE-THROUGH SALINE,EIA,4.7,4.7,LOW,3294276,768,46.6,0,0,50.3,67.74,40.12,40.86,48.07,39.2,37.61,41.74,63.15,51.56,43.4,47.54,52.3°F,52.3,53.8,51,50.1,51.4,53,52,52,51.5,53.3,,,,,,,,,,
55048,Tiverton Power Plant,Newport,RI,44005,Municipality,41.64209,-71.1704,257,6129711,NGCC,272.5,0,-nr-,COMPLEX,0.16,0,1.24,COMPLEX,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,1099210,#N/A,#N/A,#N/A,#N/A,47.9,51.94,39.46,41.67,46.94,43.05,39.09,46.91,60.08,53.95,41.34,47.84,52.5°F,52.5,53.5,51.3,50.8,51.4,53,52.3,52.2,51.5,53.6,,,,,,,,,,
55068,Maine Independence Station,Penobscot,ME,23019,Penobscot River,44.82369,-68.71,55,1736868,NGCC,550.2,0,SA,RECIRCULATING TOWER,1.8,1.36,2.81,RECIRCULATING TOWER,1.3,LOW,RECIRCULATING TOWER,MODEL,1.8,1.8,IN RANGE,2657587,0.42,0.15,0.19,0.14,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,43.7°F,43.7,44.8,43,42.4,42.2,44.3,43.4,42.9,41.8,44.6,,,,,,,,,,
55079,Millennium Power,Worcester,MA,25027,Southbridge WWTF,42.11244,-72.0152,610,6146869,NGCC,360,0,BE,RECIRCULATING TOWER,1.37,1.03,2.14,RECIRCULATING TOWER,1.2,IN RANGE,-nr-,-nr-,-nr-,-nr-,N/A,2033339,2.24,0.73,1.01,0.73,47.7,53.99,48.43,43.02,48.79,41.56,40.87,44.65,53.23,49.08,41.82,48.45,48.8°F,48.8,50.8,51.1,50.3,47.6,49.7,49,49,47.9,50.4,,,,,,,,,,
55100,Rumford Power Associates,Oxford,ME,23017,Municipality,44.53075,-70.5218,613,6710327,NGCC,262.9,0,-nr-,COMPLEX,0.02,0,0.66,-nr-,-nr-,N/A,COMPLEX,MODEL,0,0.02,IN RANGE,511852,0.36,0.01,0.16,0.01,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,43.2°F,43.2,44.6,42.4,41.4,41.7,43.8,42.9,42.4,41.2,44,,,,,,,,,,
55107,Rhode Island State Energy Partners,Providence,RI,44007,Municipality,41.80251,-71.5182,360,6130229,NGCC,596,0,BE,RECIRCULATING TOWER,2.15,1.65,3.34,RECIRCULATING TOWER,0.2,LOW,-nr-,-nr-,-nr-,-nr-,N/A,3043081,2,0.7,0.9,0.7,47.9,61.56,43.45,46.33,47.67,40.44,42.29,49.73,66.02,56.45,45.76,54.03,51.2°F,51.2,52.4,50.2,49.1,49.8,51.7,50.9,51,49.9,52.2,,,,,,,,,,
55126,Milford Power Project,New Haven,CT,9009,"Potable, Municipality",41.22387,-73.0996,52,7718534,NGCC,578,0,-nr-,RECIRCULATING TOWER,2.51,1.92,3.91,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,3395512,3.91,1.32,1.76,1.32,50.3,60.33,37.52,40.76,42.33,34.41,35.71,42.76,61.8,54.28,45.34,50.22,51.9°F,51.9,53.2,50.7,49.7,50.9,52.7,52.1,52,50.8,52.2,,,,,,,,,,
55170,Granite Ridge,Hillsborough,NH,33011,Manchester Wastewater Treatmen,42.90425,-71.4253,300,6744026,NGCC,900,0,BE,RECIRCULATING TOWER,2.39,1.83,3.76,RECIRCULATING TOWER,2.5,IN RANGE,RECIRCULATING TOWER,STATE,0,2.66,IN RANGE,3241127,5.06,1.62,2.28,1.62,43.4,59.58,41.31,43.82,51.34,40.98,35.28,48.54,57.31,48.56,40.73,52.86,47.7°F,47.7,49.6,46.9,45.9,46.8,48.8,48,47.9,46.9,49.2,,,,,,,,,,
55294,Westbrook Energy Center,Cumberland,ME,23005,Portland Water District,43.65769,-70.3769,95,6721553,NGCC,563.9,0,FR,RECIRCULATING TOWER,1.82,1.39,2.82,RECIRCULATING TOWER,1.7,IN RANGE,RECIRCULATING TOWER,-nr-,0,0,LOW,2689175,1.85,0.64,0.83,0.64,42.2,63.36,41.57,44.67,45.58,37.91,39.9,47.2,63.42,55.46,43.74,54.13,46.5°F,46.5,47.8,45.7,44.7,45.2,47.1,46.2,45.6,44.8,47.3,,,,,,,,,,
55405,Athens Generating Plant,Greene,NY,36039,N/A,N/A,N/A,N/A,N/A,NGCC,1323,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ONCE-THROUGH FRESH,STATE,0.21,0.21,N/A,6108163,,,,,41.8,67.11,41.55,42.64,45.65,40.88,35.16,44.02,52.96,45.55,42.79,51.29,47.7°F,47.7,49.3,46.2,44.9,46.1,47.9,47.1,46.3,45.8,48.4,,,,,,,,,,
55661,NAEA Newington Power,Rockingham,NH,33015,Piscataqua River,43.10487,-70.8052,65,5846410,NGCC,605.5,0,SA,RECIRCULATING TOWER,1.42,1.08,2.22,RECIRCULATING TOWER,1.8,IN RANGE,RECIRCULATING TOWER,STATE,2.42,2.47,HIGH,1921092,1.57,0.53,0.71,0.52,43.4,54.93,40.47,43.45,47.18,38.16,36.2,44.54,55.67,47.88,39.61,50.95,48.7°F,48.7,50.5,48,47,47.4,49.4,48.5,48.2,47.4,49.7,,,,,,,,,,
56188,Pinelawn Power LLC,SUFFOLK,NY,36103,N/A,40.73649,-73.3883,63,9499692,NGCC,82,0,-nr-,RECIRCULATING TOWER,0.21,0.17,0.33,-nr-,-nr-,N/A,-nr-,-nr-,-nr-,-nr-,N/A,193393,0.31,0.1,0.14,0.1,41.8,51.97,41.46,38.27,45.82,36.06,34.44,42.52,59.57,50.9,42.78,43.63,53.7°F,53.7,54.9,52.3,51.6,52.7,54.1,53.6,53.1,52.6,54.1,,,,,,,,,,
56259,Empire Generating Co LLC,Rensselaer,NY,36083,Municipal,42.62529,-73.7488,18,6186216,NGCC,653.7,1,OT,RECIRCULATING TOWER,0.72,0.55,1.12,COMPLEX,0.7,IN RANGE,-nr-,-nr-,-nr-,-nr-,N/A,1117706,3.81,1.26,1.72,1.26,41.8,56.61,36.91,43.74,41.31,39.72,35.21,41.9,49.43,47.86,37.37,49.31,48.2°F,48.2,50.2,47.2,46,47.2,48.6,48,47.9,47,49.5,,,,,,,,,,
3264,ALEXANDRIA POWER PLANT,GRAFTON,NH,33009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RECIRCULATING TOWER,STATE,0.25,0.25,N/A,N/A,,,,,43.4,57.55,46.49,46.46,48.64,45.69,42.04,50.5,47.79,52.47,40.63,42.87,43.3°F,43.3,44.8,42.7,41.5,42.2,44.2,43.4,43,41.6,44.3,,,,,,,,,,